prime_award_unique_key,prime_award_piid,prime_award_parent_piid,prime_award_amount,prime_award_base_action_date,prime_award_base_action_date_fiscal_year,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_award_awarding_sub_agency_code,prime_award_awarding_sub_agency_name,prime_award_awarding_office_code,prime_award_awarding_office_name,prime_award_funding_agency_code,prime_award_funding_agency_name,prime_award_funding_sub_agency_code,prime_award_funding_sub_agency_name,prime_award_funding_office_code,prime_award_funding_office_name,prime_award_treasury_accounts_funding_this_award,prime_award_federal_accounts_funding_this_award,prime_awardee_duns,prime_awardee_name,prime_awardee_dba_name,prime_awardee_parent_duns,prime_awardee_parent_name,prime_awardee_country_code,prime_awardee_country_name,prime_awardee_address_line_1,prime_awardee_city_name,prime_awardee_state_code,prime_awardee_state_name,prime_awardee_zip_code,prime_awardee_congressional_district,prime_awardee_foreign_postal_code,prime_awardee_business_types,prime_award_primary_place_of_performance_city_name,prime_award_primary_place_of_performance_state_code,prime_award_primary_place_of_performance_state_name,prime_award_primary_place_of_performance_address_zip_code,prime_award_primary_place_of_performance_congressional_district,prime_award_primary_place_of_performance_country_code,prime_award_primary_place_of_performance_country_name,prime_award_description,prime_award_naics_code,prime_award_naics_description,subaward_type,subaward_report_year,subaward_report_month,subaward_number,subaward_amount,subaward_action_date,subaward_action_date_fiscal_year,subawardee_duns,subawardee_name,subawardee_dba_name,subawardee_parent_duns,subawardee_parent_name,subawardee_country_code,subawardee_country_name,subawardee_address_line_1,subawardee_city_name,subawardee_state_code,subawardee_state_name,subawardee_zip_code,subawardee_congressional_district,subawardee_foreign_postal_code,subawardee_business_types,subaward_primary_place_of_performance_address_line_1,subaward_primary_place_of_performance_city_name,subaward_primary_place_of_performance_state_code,subaward_primary_place_of_performance_state_name,subaward_primary_place_of_performance_address_zip_code,subaward_primary_place_of_performance_congressional_district,subaward_primary_place_of_performance_country_code,subaward_primary_place_of_performance_country_name,subaward_description,subawardee_highly_compensated_officer_1_name,subawardee_highly_compensated_officer_1_amount,subawardee_highly_compensated_officer_2_name,subawardee_highly_compensated_officer_2_amount,subawardee_highly_compensated_officer_3_name,subawardee_highly_compensated_officer_3_amount,subawardee_highly_compensated_officer_4_name,subawardee_highly_compensated_officer_4_amount,subawardee_highly_compensated_officer_5_name,subawardee_highly_compensated_officer_5_amount
CONT_AWD_HHSA29032007T_7528_HHSA290201000025I_7528,HHSA29032007T,HHSA290201000025I,1565243.00,2013-09-12,2013,075,Department of Health and Human Services (HHS),7528,AGENCY FOR HEALTH CARE POLICY AND RESEARCH,00290,"PHS AHRQ, HHS, ROCKVILLE, MD",075,Department of Health and Human Services (HHS),7528,AGENCY FOR HEALTH CARE POLICY AND RESEARCH,00290,"PHS AHRQ, HHS, ROCKVILLE, MD",,,172851412,HEALTH RESEARCH AND EDUCATIONAL TRUST,,051064566,AMERICAN HOSPITAL ASSOCIATION INC,USA,UNITED STATES,155 N WACKER DR STE 400,CHICAGO,IL,,606064425,07,,"Contracts and Grants,Nonprofit Organization",Chicago,IL,,606061787,07,USA,UNITED STATES,IGF::OT::IGF; COMPREHENSIVE PATIENT SAFETY AND MEDICAL LIABILITY COMMUNICATION AND PROGRAM RESOLUTION AND EDUCATION TOOLKIT,541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,sub-contract,2014,2,Harvard MCLR 80322,91481.00,2014-06-04,2014,149617367,"HARVARD COLLEGE, PRESIDENT & FELLOWS OF",HARVARD SCHOOL OF PUBLIC HEALTH,001963263,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,USA,UNITED STATES,677 HUNTINGTON AVE,BOSTON,MA,,021156028,07,,"Contracts and Grants,Educational Institution,Nonprofit Organization,Private University or College",,Boston,MA,,021150000,07,USA,UNITED STATES,"Provide input on aspects of the Communication and Resolution Program Course Design Guide and the Communication and Resolution Educational Toolkit related to evaluation and assessing impact.  Support the design and execution of project evaluation process, including measure selection, data collection, and outcomes evaluation.  Provide guidance to participating hospitals regarding the evaluation of the impact of the implementation of the Toolkit. ",,,,,,,,,,
CONT_AWD_HHSD2002009309550003_7523_HHSD200200930955I_7523,HHSD2002009309550003,HHSD200200930955I,1716696.00,2011-08-17,2011,075,Department of Health and Human Services (HHS),7523,CENTERS FOR DISEASE CONTROL,00200,DEPT OF HHS/CENTERS FOR DISEASE CONTROL,075,Department of Health and Human Services (HHS),7523,CENTERS FOR DISEASE CONTROL,00200,DEPT OF HHS/CENTERS FOR DISEASE CONTROL,,,091500090,"JOHN SNOW, INCORPORATED",,091500090,"JOHN SNOW, INCORPORATED",USA,UNITED STATES,44 FARNSWORTH ST FL 7,BOSTON,MA,,022101209,08,,"Contracts and Grants,For-Profit Organization,S Corporation",Boston,MA,,022101209,08,USA,UNITED STATES,HIV TESTING USING A 4TH GENERATION IMMUNOASSAY AND ANTIBODY AND RNA,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,sub-contract,2012,10,13283-1050,149473.00,2012-03-01,2012,073130411,"MASSACHUSETTS GENERAL HOSPITAL, THE",Neuroendocrine-Unit,825636988,"PARTNERS HEALTHCARE SYSTEM, INC",USA,UNITED STATES,55 FRUIT ST,BOSTON,MA,,021142621,09,,"Contracts and Grants,Hospital,Nonprofit Organization",,Boston,MA,,021142621,09,USA,UNITED STATES,Provide 4th generation de-identified HIV testing data files and 4th generation HIV testing cost-related data.,,,,,,,,,,
CONT_AWD_HHSO100201200002C_7505_-NONE-_-NONE-,HHSO100201200002C,,67253557.00,2012-01-20,2012,075,Department of Health and Human Services (HHS),7505,OFFICE OF ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,75A501,OFF ASST SEC ADM AND MGMT,075,Department of Health and Human Services (HHS),7505,OFFICE OF ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,75A501,OFF ASST SEC ADM AND MGMT,075-2010/2013-0140-000,075-0140,938980042,"CUBRC, INC.","CUBRC, INC.",938980042,"CUBRC, INC.",USA,UNITED STATES,4455 GENESEE ST,BUFFALO,NY,,142251928,27,,"Contracts and Grants,Other Not-for-Profit Organization",BUFFALO,NY,,142251955,26,USA,UNITED STATES,CUBRC: DEVELOPMENT OF A NOVEL ANTIBIOTIC FOR THE TREATMENT OF SELECT BACTERIAL INFECTIONS.,541711,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY,sub-contract,2012,6,07834S5,132840.00,2012-04-23,2012,026888361,"VIVOPATH, LLC",,,,USA,UNITED STATES,51 UNION ST STE 5,WORCESTER,MA,,016081100,02,,"Contracts and Grants,For-Profit Organization,Limited Liability Company",,Worcester,MA,,016081100,02,USA,UNITED STATES,IP SD PK of TP-424 in mice and rabbit; reports.,,,,,,,,,,
CONT_AWD_HHSO100201200002C_7505_-NONE-_-NONE-,HHSO100201200002C,,67253557.00,2012-01-20,2012,075,Department of Health and Human Services (HHS),7505,OFFICE OF ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,75A501,OFF ASST SEC ADM AND MGMT,075,Department of Health and Human Services (HHS),7505,OFFICE OF ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,75A501,OFF ASST SEC ADM AND MGMT,075-2010/2013-0140-000,075-0140,938980042,"CUBRC, INC.","CUBRC, INC.",938980042,"CUBRC, INC.",USA,UNITED STATES,4455 GENESEE ST,BUFFALO,NY,,142251928,27,,"Contracts and Grants,Other Not-for-Profit Organization",BUFFALO,NY,,142251955,26,USA,UNITED STATES,CUBRC: DEVELOPMENT OF A NOVEL ANTIBIOTIC FOR THE TREATMENT OF SELECT BACTERIAL INFECTIONS.,541711,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY,sub-contract,2012,6,07834S1,39779362.00,2012-02-01,2012,790935717,"TETRAPHASE PHARMACEUTICALS, INC.",,,,USA,UNITED STATES,480 ARSENAL ST STE 110,WATERTOWN,MA,,024722891,07,,"Contracts and Grants,For-Profit Organization",,Watertown,MA,,024722891,07,USA,UNITED STATES,Development of TP-434 for treatment of select bacterial infections,,,,,,,,,,
CONT_AWD_HHSM500T0001_7530_HHSM500201400037I_7530,HHSM500T0001,HHSM500201400037I,1108232.00,2015-06-11,2015,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,00500,DEPT OF HHS/CMS,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,00500,DEPT OF HHS/CMS,075-X-0522-000,075-0522,004868105,RESEARCH TRIANGLE INSTITUTE,R T I INTERNATIONAL,004868105,RESEARCH TRIANGLE INSTITUTE,USA,UNITED STATES,3040 CORNWALLIS RD,RESEARCH TRIANGLE PARK,NC,,277090155,04,,,RESEARCH TRIANGLE PARK,NC,,277092194,04,USA,UNITED STATES,IGF::OT::IGF NEXT GENERATION ACO MODEL PROGRAM ANALYSIS,541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,sub-contract,2016,3,1-312-0214448,112000.00,2016-03-17,2016,034889009,"Trident Analytics, Inc.",,,,USA,UNITED STATES,486 HIGHVIEW AVE,Somerset,MA,,027263838,03,,,,Somerset,MA,,027263838,03,USA,UNITED STATES,1-312-0214448,,,,,,,,,,
CONT_AWD_HHSI245201001725G_7527_V797P3492K_3600,HHSI245201001725G,V797P3492K,26535.27,2010-07-08,2010,075,Department of Health and Human Services (HHS),7527,INDIAN HEALTH SERVICE,75H710,DEPT OF HHS/INDIAN HEALTH SERVICE,075,Department of Health and Human Services (HHS),7527,INDIAN HEALTH SERVICE,75H710,DEPT OF HHS/INDIAN HEALTH SERVICE,,,961027315,CARDINAL HEALTH 200 INCORPORATED THE MEDICAL PRODUCTS AND SERVICES GROUP OF CAR,CARDINAL HEALTH 200 INCORPORATED THE MEDICAL PRODUCTS AND SE,097537435,"CARDINAL HEALTH, INC.",USA,UNITED STATES,1430 WAUKEGAN ROAD,MC GAW PARK,IL,,600856787,08,,"Contracts and Grants,For-Profit Organization,Limited Liability Company",Gallup,NM,,873053090,03,USA,UNITED STATES,TAS::75 0390::TAS M40651 ACCT  10000976 CARDINAL MEDICAL PRODUCTS 961027315,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,sub-contract,2013,7,101228,5060.16,2010-07-09,2010,058614483,COVIDIEN LP,COVIDIEN,985033032,COVIDIEN PUBLIC LIMITED COMPANY,USA,UNITED STATES,15 HAMPSHIRE ST,MANSFIELD,MA,,020481113,04,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,MANSFIELD,MA,,020481113,04,USA,UNITED STATES,medical/surgical equipment or supplies,,,,,,,,,,
CONT_AWD_HHSM500T0043_7530_HHSM500201200008I_7530,HHSM500T0043,HHSM500201200008I,4996952.00,2015-09-18,2015,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75M001,OFFICE OF ACQ  GRANTS MGMT,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75M001,OFFICE OF ACQ  GRANTS MGMT,075-X-0511-000,075-0511,040540304,THE MITRE CORPORATION,,007872690,THE MITRE CORPORATION,USA,UNITED STATES,7515 COLSHIRE DR,MC LEAN,VA,,221027539,08,,,McLean,VA,,221027508,08,USA,UNITED STATES,"IGF::CT::IGF TASK ORDER ENTITLED,""STRATEGIC DESIGN AND IMPLEMENTATION PLANNING FOR THE MERIT-BASED INCENTIVE SYSTEM (MIPS) AND RELATED SECTIONS OF MEDICARE ACCESS AND CHIP REAUTHORIZATION ACT"".",541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",sub-contract,2016,12,115020,746143.00,2016-09-18,2016,055986020,BRANDEIS UNIVERSITY,,055986020,BRANDEIS UNIVERSITY,USA,UNITED STATES,415 SOUTH ST,WALTHAM,MA,,024532728,05,,"Educational Institution,Grants,Nonprofit Organization,Private University or College",,Waltham,MA,,024532728,05,USA,UNITED STATES,"The Contractor shall provide subject matter expertise to support the research, design, and development of a new Merit-Based Incentive Payment System for CMS.",,,,,,,,,,
CONT_AWD_HHSM500T0043_7530_HHSM500201200008I_7530,HHSM500T0043,HHSM500201200008I,4996952.00,2015-09-18,2015,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75M001,OFFICE OF ACQ  GRANTS MGMT,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75M001,OFFICE OF ACQ  GRANTS MGMT,075-X-0511-000,075-0511,040540304,THE MITRE CORPORATION,,007872690,THE MITRE CORPORATION,USA,UNITED STATES,7515 COLSHIRE DR,MC LEAN,VA,,221027539,08,,,McLean,VA,,221027508,08,USA,UNITED STATES,"IGF::CT::IGF TASK ORDER ENTITLED,""STRATEGIC DESIGN AND IMPLEMENTATION PLANNING FOR THE MERIT-BASED INCENTIVE SYSTEM (MIPS) AND RELATED SECTIONS OF MEDICARE ACCESS AND CHIP REAUTHORIZATION ACT"".",541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",sub-contract,2016,12,109697,794123.00,2016-08-01,2016,616845814,BRANDEIS UNIVERSITY,,055986020,BRANDEIS UNIVERSITY,USA,UNITED STATES,415 SOUTH ST,WALTHAM,MA,,024532728,05,,"Contracts and Grants,Educational Institution,Nonprofit Organization,Private University or College",,Waltham,MA,,024532728,05,USA,UNITED STATES,"MITRE seeks subject matter expertise to support the research, design, and development of a new Merit-Based
 Incentive Payment System for CMS. MITRE seeks subject matter expertise in:
   Health care payment systems. Required expertise includes health payment systems design, process
 improvement, performance transformation of health care departments and agencies, health
 economics, and financial strategies.
   Health care analytics. Required expertise includes retrospective claims data analysis, model design,
 and model simulation.
   Health care policy research and analysis. Required expertise includes health care policy research
 and analysis.",,,,,,,,,,
CONT_AWD_HHSN27600001_7529_HHSN316201200013W_7529,HHSN27600001,HHSN316201200013W,117559.15,2014-09-16,2014,075,Department of Health and Human Services (HHS),7529,NATIONAL INSTITUTES OF HEALTH,75N970,NATIONAL INSTITUTES OF HEALTH NLM,075,Department of Health and Human Services (HHS),7529,NATIONAL INSTITUTES OF HEALTH,75N970,NATIONAL INSTITUTES OF HEALTH NLM,075-2017/2017-0807-000;075-2018/2018-0807-000;075-2019/2019-0807-000,075-0807,043991108,CSRA LLC,Intel Division,080011988,CSRA Inc.,USA,UNITED STATES,3170 FAIRVIEW PARK DR,FALLS CHURCH,VA,,220424516,11,,,Falls Church,MD,,208503222,08,USA,UNITED STATES,IGF::CT::IGF TECHNICAL SUPPORT,541512,COMPUTER SYSTEMS DESIGN SERVICES,sub-contract,2017,2,PLA11000,96320.00,2016-11-17,2017,046353892,"COMPUTER MERCHANT, LTD., THE",TCM,046353892,"COMPUTER MERCHANT, LTD., THE",USA,UNITED STATES,95 LONGWATER CIR,NORWELL,MA,,020611635,10,,"Contracts and Grants,For-Profit Organization,S Corporation,Veteran Owned Business",,Norwell,MA,,020611635,10,USA,UNITED STATES,Support for Services,,,,,,,,,,
CONT_AWD_W912WJ18F0109_9700_W912WJ17D0003_9700,W912WJ18F0109,W912WJ17D0003,308316.77,2018-09-21,2018,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W912WJ,W2SD ENDIST NEW ENGLAND,096,Corps of Engineers - Civil Works (USACE),6800,ENVIRONMENTAL PROTECTION AGENCY,68Q000,REGION 1 (FUNDING OFFICE),,,003184462,"AECOM TECHNICAL SERVICES, INC.",AECOM,153561212,AECOM,USA,UNITED STATES,"300 S GRAND AVE, SUITE 1100",LOS ANGELES,CA,California,900713173,34,,,New Haven,CT,Connecticut,065010007,03,USA,UNITED STATES,"SUPPLEMENTAL SAMPLING AND TESTING IN SUPPORT OF THE NEW HAVEN HARBOR NAVIGATION IMPROVEMENT PROJECT, NEW HAVEN, CONNECTICUT",541620,ENVIRONMENTAL CONSULTING SERVICES,sub-contract,2018,12,107604,76215.00,2018-10-24,2019,147830830,"ALPHA ANALYTICAL, INC.",,147830830,"ALPHA ANALYTICAL, INC.",USA,UNITED STATES,8 WALKUP DR,WESTBOROUGH,MA,Massachusetts,015811022,03,,"For-Profit Organization,S Corporation",,Mansfield,MA,Massachusetts,020480000,04,USA,UNITED STATES,Analytical services,,,,,,,,,,
CONT_AWD_HHSM500T0012_7530_HHSM500200700015I_7530,HHSM500T0012,HHSM500200700015I,93735468.73,2011-09-30,2011,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,00500,DEPT OF HHS/CMS,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,00500,DEPT OF HHS/CMS,,,145969783,CGI FEDERAL INC.,,248513116,Groupe CGI Inc,USA,UNITED STATES,12601 FAIR LAKES CIR,FAIRFAX,VA,,220334902,10,,"Contracts,For-Profit Organization",Baltimore,MD,,212441849,07,USA,UNITED STATES,NEW TASK ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,sub-contract,2012,5,CGIFED09KLS060,116820.00,2012-03-26,2012,157271578,AQUENT LLC,,157271578,AQUENT LLC,USA,UNITED STATES,711 BOYLSTON ST,BOSTON,MA,,021162616,08,,"Asian-Pacific American Owned,Contracts and Grants,For-Profit Organization,Minority-Owned business",,Herndon,VA,,201705242,10,USA,UNITED STATES,"Temp to Perm-Front End Developer, Information Architects on the UI Team",,,,,,,,,,
CONT_AWD_0002_9700_W912DQ11D3006_9700,0002,W912DQ11D3006,1500000.00,2012-07-30,2012,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W912DQ,W071 ENDIST KANSAS CITY,068,Environmental Protection Agency (EPA),6800,ENVIRONMENTAL PROTECTION AGENCY,REG 2,REGION 2 (FUNDING OFFICE),,,058648312,"ECOLOGY AND ENVIRONMENT, INC.",,058648312,"ECOLOGY AND ENVIRONMENT, INC.",USA,UNITED STATES,368 PLEASANT VIEW DR,LANCASTER,NY,,140861316,26,,"Contracts and Grants,For-Profit Organization",Hudson Falls,NY,,128391091,20,USA,UNITED STATES,"THE CONTRACTOR SHALL PERFORM ALL THE NECESSARY WORK AND SERVICES REQUIRED FOR PROVIDE OVERSIGHT STAFF FOR PHASE 2 ACTIVITIES INCLUDING BUT NOT LIMITED TO DREDGING, SEDIMENT PROCESSING ACTIVITIES, WASTE TRANSPORTATION AND DISPOSAL, SAMPLING ACTIVITIES, MAINTAIN THE HUDSON RIVER FIELD OFFICE, CONDUCT COMMUNITY RELATIONS, QUALITY OF LIFE ISSUES, CARA, HABITAT PLANTING, AND TECHNICAL REVIEWS LOCATED AT HUDSON RIVER PCB SUPERFUND SITE: REMEDIAL ACTION CONTRACTOR OVERSIGHT PHASE 2 YEAR 2 AND YEAR 3 ROLLOVER WORK, FT. EDWARDS, NEW YORK, WASHINGTON COUNTY IN ACCORDANCE WITH THE SCOPE OF SERVICES (SOS) REMEDIAL ACTION OVERSIGHT, HUDSON RIVER PCBS SUPERFUND SITE, PHASE 2 YEAR 2 AND YEAR 3 DATED MARCH 2102.",541330,ENGINEERING SERVICES,sub-contract,2012,11,4500000663 / EE-003239-0001-0203,26235.00,2012-11-26,2013,807866421,"CONSENSUS BUILDING INSTITUTE, INC.",CBI,807866421,"CONSENSUS BUILDING INSTITUTE, INC.",USA,UNITED STATES,238 MAIN ST STE 400,CAMBRIDGE,MA,,021421016,08,,"Contracts and Grants,Nonprofit Organization",,Cambridge,MA,,021421016,08,USA,UNITED STATES,Provide meeting facilitation services for the Hudson River Community Advisory Group.,,,,,,,,,,
CONT_IDV_EPC11037_6800,EPC11037,,50000.00,2011-09-14,2011,068,Environmental Protection Agency (EPA),6800,ENVIRONMENTAL PROTECTION AGENCY,CCO00,CINCINNATI PROCUREMENT OPERATIONS DIVISION (CPOD),068,Environmental Protection Agency (EPA),6800,ENVIRONMENTAL PROTECTION AGENCY,6840,OFFICE FOR RESEARCH AND DEVELOPMENT (ORD),,,623919438,"TETRA TECH EM, INC.","TETRA TECH EM, INC.",045224250,"TETRA TECH, INC.",USA,UNITED STATES,250 W COURT ST STE 200W,CINCINNATI,OH,,452021072,01,,"Contracts and Grants,For-Profit Organization",Cincinnati,OH,,452021072,01,USA,UNITED STATES,"SCIENTIFIC, TECHNICAL, RESEARCH, ENGINEERING AND MODELING SUPPORT (STREAMS II)",541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",sub-contract,2015,11,1119405,54770.00,2015-11-13,2016,078889869,"CORONA ENVIRONMENTAL CONSULTING, LLC",CEC,078889869,"CORONA ENVIRONMENTAL CONSULTING, LLC",USA,UNITED STATES,1001 HINGHAM ST STE 102,ROCKLAND,MA,,023703318,10,,"Contracts and Grants,For-Profit Organization,Limited Liability Company",,Rockland,ME,,023703318,10,USA,UNITED STATES,"Support STREAMS II,  USEPA Task Order #12, Source Water Early Warning Systems",,,,,,,,,,
CONT_AWD_HHSF223201400115C_7524_-NONE-_-NONE-,HHSF223201400115C,,6058526.00,2014-08-26,2014,075,Department of Health and Human Services (HHS),7524,FOOD AND DRUG ADMINISTRATION,75F401,FDA OFFICE OF ACQ  GRANT SVCS,075,Department of Health and Human Services (HHS),7524,FOOD AND DRUG ADMINISTRATION,752401,FDA NEGOTIATED CONTRACTS BRANCH,075-2017/2017-0600-000;075-2018/2018-0600-000,075-0600,072933393,UNIVERSITY OF SOUTHERN CALIFORNIA,"MASSACHUSETTS GENERAL HOSPITAL, THE",072933393,UNIVERSITY OF SOUTHERN CALIFORNIA,USA,UNITED STATES,3720 S FLOWER STREET THIRD FLOOR,LOS ANGELES,CA,,900890001,37,,,LA,MA,,021142621,08,USA,UNITED STATES,"IGF::CL::IGF BAA CONTRACT TITLED, ""RAPID ASSESSMENT OF ACUTE ILLNESS AND INJURY TO ENHANCE THE U.S. RESPONSE TO PUBLIC HEALTH EMERGENCIES.""",541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",sub-contract,2016,8,76668596,94189.00,2016-08-04,2016,076593722,"CHILDREN'S HOSPITAL CORPORATION, THE",CHILDRENS HOSPITAL BOSTON,076593722,"CHILDREN'S HOSPITAL CORPORATION, THE",USA,UNITED STATES,300 LONGWOOD AVE,BOSTON,MA,,021155724,07,,"Contracts and Grants,Hospital,Nonprofit Organization",,Boston ,MA,,021155724,07,USA,UNITED STATES,Rapid Assessment of Acute Illness and Injury to Enhance the U.S. Response to Public Health Emergencies,,,,,,,,,,
CONT_AWD_HHSS28342002T_7522_HHSS283201200024I_7522,HHSS28342002T,HHSS283201200024I,57102395.00,2014-10-16,2015,075,Department of Health and Human Services (HHS),7522,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,75S203,SUBSTANCE ABUSE MENTAL HEALTH SVC,075,Department of Health and Human Services (HHS),7522,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,75S203,SUBSTANCE ABUSE MENTAL HEALTH SVC,075-2017/2017-1365-000;075-2018/2018-1364-000;075-2018/2018-1365-000;075-X-1364-000,075-1364;075-1365,076583830,"EDUCATION DEVELOPMENT CENTER, INC.",E D C,076583830,"EDUCATION DEVELOPMENT CENTER, INC.",USA,UNITED STATES,43 FOUNDRY AVENUE,WALTHAM,MA,Massachusetts,024538313,05,,,Waltham,MA,Massachusetts,024538313,05,USA,UNITED STATES,IGF::OT::IGF CENTER FOR THE APPLICATION OF PREVENTION TECHNOLOGIES (CAPT),541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",sub-contract,2018,10,00003332,16774.00,2018-10-17,2019,002608839,"ILLUMINA INTERACTIVE, INC.",,,,USA,UNITED STATES,990 WASHINGTON ST STE 105,DEDHAM,MA,Massachusetts,020266715,09,,For-Profit Organization,,Dedham,MA,Massachusetts,020266715,09,USA,UNITED STATES,"Illumina has worked with EDC/CAPT to develop a course on the topic of partnering to prevent prescription drug overdose.  In this new project period, Illumina will incorporate extra material that expands the course from approximately two hours in duration to three hours, and incorporate several rounds of changes identified in review.",,,,,,,,,,
CONT_AWD_HHSS28342002T_7522_HHSS283200700029I_7522,HHSS28342002T,HHSS283200700029I,23117710.00,2011-09-29,2011,075,Department of Health and Human Services (HHS),7522,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,75S203,SUBSTANCE ABUSE MENTAL HEALTH SVC,075,Department of Health and Human Services (HHS),7522,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,75S203,SUBSTANCE ABUSE MENTAL HEALTH SVC,,,036838092,THOMSON REUTERS (HEALTHCARE) INC.,,001368083,International Business Machines Corporation,USA,UNITED STATES,777 E EISENHOWER PKWY,ANN ARBOR,MI,,481083273,12,,,Ann Arbor,MI,,481083273,12,USA,UNITED STATES,FY 2011 CFRI C96R361 280-11-0370 CSAT-SAPT BGSA,541519,OTHER COMPUTER RELATED SERVICES,sub-contract,2012,12,SAMHSA0029I-BDU,75000.00,2012-12-20,2013,616845814,BRANDEIS UNIVERSITY,,055986020,BRANDEIS UNIVERSITY,USA,UNITED STATES,415 SOUTH ST,WALTHAM,MA,,024532728,05,,"Contracts and Grants,Educational Institution,Nonprofit Organization,Private University or College",,Waltham,MA,,024532728,05,USA,UNITED STATES,Services on CFRI Project,,,,,,,,,,
CONT_AWD_HHSS28342010T_7522_HHSS283201200006I_7522,HHSS28342010T,HHSS283201200006I,40479709.00,2016-06-27,2016,075,Department of Health and Human Services (HHS),7522,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,75S203,SUBSTANCE ABUSE MENTAL HEALTH SVC,075,Department of Health and Human Services (HHS),7522,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,75S203,SUBSTANCE ABUSE MENTAL HEALTH SVC,075-2017/2017-1362-000;075-2018/2018-1362-000;075-2018/2018-1364-000;075-2019/2019-1362-000,075-1362;075-1364,004868105,RESEARCH TRIANGLE INSTITUTE,R T I INTERNATIONAL,004868105,RESEARCH TRIANGLE INSTITUTE,USA,UNITED STATES,3040 CORNWALLIS RD,RESEARCH TRIANGLE PARK,NC,North Carolina,277092194,04,,,Research Triangle Park,NC,North Carolina,277092194,04,USA,UNITED STATES,IGF::OT::IGF SAMHSA'S PERFORMANCE ACCOUNTABILITY AND REPORTING SYSTEM (SPARS),541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,sub-contract,2019,7,25-312-0213405 Mod 11,350000.00,2019-07-10,2019,621513451,"C4 INNOVATIONS, LLC",INSTITUTE FOR HOMELESSNESS AND TRAUMA,,,USA,UNITED STATES,200 RESERVOIR ST STE 202,NEEDHAM,MA,Massachusetts,024943146,09,,"For-Profit Organization,Limited Liability Company,Woman-Owned Business",,Needham,MA,Massachusetts,024943146,09,USA,UNITED STATES,Subcontract 25-312-0213405 Mod 11,,,,,,,,,,
